,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
,1975,3,13,15,26,42.5,2074,,"CHILE:  COQUIMBO, LA SERENA",-29.9,-71.3,4,6.9,8,2,1,,,25,1,,1,,,,,2,1,,,25,1,,1,,,,
,1975,4,5,9,34,36.6,,,VENEZUELA,10.04,-69.75,33,6.1,,3,1,,,20,1,1.2,2,,,,,3,1,,,20,1,1.2,2,,,,
,1975,7,8,12,4,42.4,,,MYANMAR (BURMA): PAGAN (BAGAN),21.49,94.7,157,6.5,,1,1,,,1,1,0.5,1,,,,,1,1,,,1,1,0.5,1,,,,
,1975,7,11,7,18,46.6,,,ALGERIA:  DJEBEL BABOR,36.32,5.241,30,4.3,,1,1,,,18,1,,2,,,,,1,1,,,18,1,,2,,,,
,1975,9,6,9,20,10.9,,,TURKEY:  LICE,38.474,40.723,26,6.7,9,2311,4,,,3372,4,17,3,,,,,2311,4,,,3372,4,,,,,,
,1975,9,21,14,16,36.8,,,"IRAN:  SARPIR,DORAHAN,DEH BAGH",31.549,51.062,33,5.5,7,2,1,,,,,,3,,,,,2,1,,,,,,3,,,,
,1975,12,31,9,45,47.7,,,GREECE:  KATO-MAKRINOU,38.628,21.798,19,5.5,9,1,1,,,10,1,,3,,,,,1,1,,,10,1,,3,,,,
,1976,2,4,9,1,43.4,2085,,"GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY",15.324,-89.101,5,7.5,9,23000,4,,,76000,4,2147,4,255000,4,,4,23000,4,,,76000,4,2147,4,255000,4,,4
,1976,3,13,16,30,41.5,,,GUATEMALA,14.767,-91.061,5,5.1,,4,1,,,50,1,,2,,,,,4,1,,,50,1,,2,,,,
,1976,3,19,13,3,38.4,,,AFGHANISTAN:  HINDU-KUSH:  SHAMAGAN PROVINCE,36.61,67.79,33,5.5,8,49,1,,,59,2,,3,1137,4,559,3,49,1,,,59,2,,3,1137,4,559,3
,1976,3,25,11,55,39.4,,,TURKEY,41.13,43.01,18,4.8,,2,1,,,6,1,,2,,,,,2,1,,,6,1,,2,,,,
,1976,4,9,7,8,47,,,ECUADOR:  ESMERALDOS,0.78,-79.8,9,6.7,,10,1,,,,,4,2,,,,,10,1,,,,,4,2,,,,
,1976,4,29,22,18,9.1,,,TURKEY,40.89,42.85,44,5.5,,4,1,,,,,,2,,3,,,4,1,,,,,,2,,3,,
,1976,5,6,20,0,11.6,,,"ITALY:  NE, BALKANS NW:   SLOVENIA: NW",46.356,13.275,9,6.5,10,978,3,,,1700,4,3600,4,,,,,978,3,,,1700,4,3600,4,,,,
,1976,5,29,12,23,18.7,,,CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI,24.57,98.953,8,7.3,9,,2,,,,,,3,,,,,,2,,,,,,3,,,,
,1976,5,29,14,0,18.5,,,CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI,24.531,98.71,10,7.4,9,,2,,,,,,3,,,,,,2,,,,,,3,,,,
,1976,6,25,19,18,56.9,,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-4.603,140.091,33,7.1,,6000,4,,,,,,3,,,,,6000,4,,,,,,3,,,,
,1976,7,11,16,54,31.8,5669,,PANAMA: DARIEN,7.4,-78.1,22,6.7,,5,1,,,7,1,,1,,,,,5,1,,,7,1,,1,,,,
,1976,7,14,7,13,24,,,INDONESIA:  BALI,-8.17,114.888,40,6.5,,573,3,,,4755,4,195,4,,,,,573,3,,,4755,4,195,4,,,,
,1976,7,27,19,42,54.6,,,CHINA:  NE:  TANGSHAN,39.57,117.98,23,7.5,11,242769,4,,,799000,4,5600,4,,,,,242769,4,,,799000,4,5600,4,,,,
,1976,7,28,10,45,35.2,,,CHINA:  NE:  TANGSHAN,39.664,118.401,26,7.4,9,,2,,,,,,2,,3,,,,2,,,,,,2,,3,,
,1976,8,16,16,11,7.3,2086,,PHILIPPINES:  MINDANAO:  S,6.292,124.09,33,8,6,1200,4,,,3500,4,134,4,,,,,8000,4,,,10000,4,134,4,,,,
,1976,8,17,4,19,27.3,,,PHILIPPINES:  MINDANAO,7.249,122.939,22,6.8,,,1,,,,,,1,,,,,,1,,,,,,1,,,,
,1976,8,19,1,12,36.7,,,TURKEY:  DENIZLI,37.7,28.89,3,4.9,4,4,1,,,50,1,,2,,,1800,4,4,1,,,50,1,,2,,,1800,4
,1976,9,11,16,31,12,,,ITALY:  NORTHEASTERN,46.28,13.157,16,5.5,7,5,1,,,,2,,2,,,,,5,1,,,,2,,2,,,,
,1976,9,15,3,15,19.9,,,ITALY:  NORTHEASTERN,46.302,13.197,10,6,9,11,1,,,,2,,2,,,,,11,1,,,,2,,2,,,,
,1976,10,29,2,51,7.6,,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA,-4.517,139.918,33,7.1,8,133,3,,,,,,1,,,,1,133,3,,,,,,1,,,,1
,1976,11,7,4,0,53.2,,,IRAN:  KHORASAN PROVINCE,33.846,59.208,13,6,8,17,1,,,32,1,,3,,,,,17,1,,,32,1,,3,,,,
,1976,11,24,12,22,17.6,,,TURKEY:  MURADIYE,39.058,44.03,36,7,10,5000,4,,,,3,60,4,,,,,5000,4,,,,3,60,4,,,,
,1976,11,30,0,40,57.8,,,"CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA",-20.52,-68.92,82,7.3,8,1,1,,,13,1,,2,,,,3,1,1,,,13,1,,2,,,,3
,1976,12,8,8,38,25.7,,,SOUTH AFRICA,-27.953,26.653,33,5.2,,4,1,,,36,1,,2,,,,,4,1,,,36,1,,2,,,,
,1976,12,27,,,,,,"IRAN:  SADAL,DALAK DASHI,AB-E-GARM,SIAH CHESHMEH",39,44,,,,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
,1977,3,4,19,21,55.6,,,ROMANIA:  BUCHAREST,45.777,26.703,89,7.5,,1641,4,,,10500,4,2000,4,,,,,1641,4,,,10500,4,2000,4,,,,
,1977,3,18,21,43,52.4,,,PHILIPPINES:  LUZON:  MANILA,16.77,122.33,37,7.3,7,1,1,,,9,1,0.1,1,14,1,22,1,1,1,,,9,1,0.1,1,14,1,22,1
,1977,3,21,21,18,53.6,,,IRAN:  BANDAR ABBAS,27.584,56.378,29,6.7,8,167,3,,,556,3,,3,1500,4,,,167,3,,,556,3,,3,1500,4,,
,1977,3,25,2,39,58.2,,,TURKEY,38.56,40.02,21,4.9,,30,1,,,,,,3,,,,,30,1,,,,,,3,,,,
,1977,4,6,13,36,36.9,,,"IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR",31.845,50.711,41,6,8,366,3,,,200,3,,3,2100,4,,,366,3,,,200,3,,3,2100,4,,
,1977,4,20,23,13,10.4,2089,,SOLOMON ISLANDS,-9.828,160.323,33,6.8,6,34,1,,,,,,3,,,,,34,1,,,,,,3,,,,
,1977,4,21,4,24,9.6,2090,,SOLOMON ISLANDS,-9.965,160.731,33,8.1,7,18,1,,,1,1,,3,,,,,18,1,,,1,1,,3,,,,
,1977,5,26,1,35,13.8,,,IRAN:  AZARBAIJAN,38.934,44.38,37,5.4,,3,1,,,9,1,,3,,,,,3,1,,,9,1,,3,,,,
,1977,5,28,,,,,,"IRAN:  SIAH CHESHMEH,MUKHUR,ZOLUL,DALIK DASHI",39,44,,,,6,1,,,,,,3,,,,,6,1,,,,,,3,,,,
,1977,6,22,12,8,33.4,2091,,TONGA TRENCH,-22.878,-175.9,65,7.2,4,1,1,,,5,1,1.2,2,,,,,1,1,,,5,1,1.2,2,,,,
,1977,8,31,0,42,5.4,,,"COLOMBIA:  APARTADO, MEDELLIN",7.34,-76.3,33,6.5,,3,1,,,,,,2,,,,,3,1,,,,,,2,,,,
,1977,11,23,9,26,26.4,,,ARGENTINA:  SAN JUAN PROVINCE:  MENDOZA,-31.119,-67.839,15,7.5,9,65,2,,,300,3,80,4,,,,,65,2,,,300,3,80,4,,,,
,1977,12,19,23,34,34.3,,,IRAN:  BAB-TANGOL,30.94,56.53,31,5.9,7,584,3,,,1000,3,,3,,,,,584,3,,,1000,3,,3,,,,
,1978,1,14,3,24,39,2096,,"JAPAN:  TOKKAIDO, OSHIMA",34.809,139.259,14,6.6,5,25,1,4,1,129,3,,3,85,2,544,3,25,1,,,129,3,,3,85,2,544,3
,1978,3,11,19,20,49.1,,,ITALY:  SICILY,38.1,16.03,33,5,,2,1,,,,2,,2,,,,,2,1,,,,2,,2,,,,
,1978,3,16,2,0,0.5,,,"PAKISTAN:  QUETTA, NUSHKI",29.926,66.302,33,5.9,2,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
,1978,3,19,1,39,14,,,MEXICO:  ACAPULCO,17.03,-99.74,36,6.6,,1,1,,,25,1,,2,,,,,1,1,,,25,1,,2,,,,
,1978,4,15,23,33,47.2,,,ITALY:  SICILY,38.391,15.066,14,5.7,,5,1,,,,,,2,400,3,,,5,1,,,,,,2,400,3,,
,1978,6,12,8,14,26.4,2105,,JAPAN:  SANRIKU,38.19,142.028,44,7.7,8,28,1,,,10000,4,865,4,,4,,,28,1,,,10000,4,865,4,,4,,
,1978,6,20,20,3,21,2107,,GREECE: THESSALONIKI,40.739,23.229,3,6.4,8,50,1,,,,3,250,4,,,,,50,1,,,,3,250,4,,,,
,1978,7,29,14,37,32.7,,,GUATEMALA:  PATZUN,14.843,-91.022,10,4.5,,17,1,,,,3,,2,,,,,17,1,,,,3,,2,,,,
,1978,9,16,15,35,55.4,,,IRAN:  TABAS,33.205,57.478,33,7.4,9,20000,4,,,,,50,4,15000,4,,,20000,4,,,,,50,4,15000,4,,
,1978,11,4,15,22,19.4,,,"IRAN:  RASHT, SIAHBIL",37.684,48.996,34,6.3,7,26,1,,,,,1.2,2,541,3,,,26,1,,,,,1.2,2,541,3,,
,1978,11,29,19,52,47.6,2109,,MEXICO:  OAXACA,16.01,-96.591,18,7.7,,9,1,,,,3,,2,,,,,9,1,,,,3,,2,,,,
,1978,12,14,7,5,21.5,,,IRAN:  MASJED-E-SOLEYMAN,32.112,49.68,33,6.1,8,76,2,,,,2,,2,,,,,76,2,,,,2,,2,,,,
,1979,1,16,9,50,9.9,,,IRAN:  BONZANABAD,33.918,59.555,33,6.5,8,129,3,,,200,3,,2,1700,4,,,129,3,,,200,3,,2,1700,4,,
,1979,2,16,10,8,53.4,,,PERU:  AREQUIPA,-16.39,-72.658,53,6.9,,18,1,,,,2,,2,,,,,18,1,,,,2,,2,,,,
,1979,3,14,11,7,16.3,2112,,MEXICO:  GUERRERO,17.813,-101.276,49,7.6,,5,1,,,35,1,30,4,200,3,,,5,1,,,35,1,30,4,200,3,,
,1979,4,15,6,19,44.1,2113,,BALKANS NW:  MONTENEGRO,42.096,19.209,10,6.9,9,130,3,,,1001,4,2700,4,,4,,,131,3,,,1001,4,2700,4,,4,,
,1979,5,30,9,38,52.9,,,INDONESIA:  SUMBAWA ISLAND,-8.207,115.949,25,5.8,,22,1,,,,,4.15,2,,,,,22,1,,,,,4.15,2,,,,
,1979,7,9,10,57,22.1,,,CHINA:  JIANGSU PROVINCE:  LIYANG,31.452,119.241,11,5.4,8,42,1,,,2987,4,,4,113909,4,,,41,1,,,2987,4,,4,113909,4,,
,1979,9,12,5,17,51.4,2119,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.679,136.04,5,7.9,,15,1,,,,3,,3,1000,3,,,115,3,,,,3,,3,1000,3,,
,1979,9,19,21,35,37.2,,,ITALY:  CENTRAL:  UMBRIA,42.812,13.061,16,5.8,,5,1,,,5000,4,,3,,,,,5,1,,,5000,4,,3,,,,
,1979,10,20,1,41,10.4,,,INDONESIA:  SUMBAWA ISLAND,-8.254,115.847,38,6.2,,2,1,,,40,1,,2,,,,,2,1,,,40,1,,2,,,,
,1979,10,27,14,35,57.3,,,GUATEMALA,13.833,-90.881,58,6.8,,4,1,,,23,1,,2,,,,,4,1,,,23,1,,2,,,,
,1979,11,2,15,53,3.5,,,INDONESIA:  JAVA,-7.656,108.252,62,6.1,,30,1,,,200,3,16,3,,,,,30,1,,,200,3,16,3,,,,
,1979,11,6,5,26,17.7,,,GREECE-ALBANIA,39.536,20.398,40,5.2,8,1,1,,,3,1,,3,,,,,1,1,,,3,1,,3,,,,
,1979,11,14,2,21,21.5,,,IRAN:  KHORASAN,33.978,59.832,33,6.6,8,171,3,,,,,,3,216,3,,,171,3,,,,,,3,216,3,,
,1979,11,23,23,40,29.8,,,COLOMBIA:  MANIZALES-ARMENIA,4.805,-76.217,108,6.4,9,72,2,,,600,3,20,3,,,,,72,2,,,600,3,20,3,,,,
,1979,11,27,17,10,35.6,,,IRAN,33.974,59.847,10,7.1,9,20,1,,,23,1,,3,,,,,20,1,,,23,1,,3,,,,
,1979,12,12,7,59,5.6,2122,,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.555,-79.276,23,8.1,9,600,3,,,20000,4,8,3,10000,4,,,600,3,,,20000,4,8,3,10000,4,,
,1979,12,15,0,2,41.6,,,INDONESIA:  S SUMATERA,-3.299,102.712,33,6.6,,8,1,,,162,3,,2,2500,4,,,8,1,,,162,3,,3,2500,4,,
,1979,12,17,19,58,23.8,,,"INDONESIA:  SUMBAWA ISLAND:  BALI, LOMBOK",-8.39,115.889,33,6.3,,27,1,,,200,3,,2,,,,,27,1,,,200,3,,,,,,
,1980,1,1,16,42,42,4259,,"AZORES:   TERCEIRA, ANGRA DO HEROISMO",38.727,-27.75,13,6.9,8,69,2,,,600,3,5,3,15000,4,,,69,2,,,600,3,5,3,15000,4,,
,1980,6,9,3,28,18.9,,,MEXICO:  NW,32.22,-114.985,5,6.4,5,1,1,,,100,2,,2,,,,,1,1,,,100,2,,2,,,,
,1980,7,9,2,11,52.8,,,GREECE:  AEGEAN SEA:  MAGNESIA,39.269,23.041,14,6.4,9,1,1,,,,3,5,2,,,,,1,1,,,,3,5,2,,,,
,1980,7,12,5,32,8.6,,,GREECE:  VOLOS,39.203,22.729,10,4,,1,1,,,17,1,5,2,,,,,1,1,,,17,1,5,2,,,,
,1980,7,22,5,17,10.1,,,"IRAN:  LAHIJAN, RASHT",37.19,50.201,62,5.4,,1,1,,,,3,,2,,,,,1,1,,,,3,,2,,,,
,1980,7,29,14,58,40.8,,,NEPAL-INDIA:   PITHORAGARH,29.598,81.092,18,6.5,,200,3,,,,3,245,4,,,,,200,3,,,,3,245,4,,,,
,1980,8,9,5,45,9.5,,,HONDURAS;  N GUATEMALA:  IZABEL PROVINCE,15.888,-88.516,22,6.4,,2,1,,,,3,,2,,,,,2,1,,,,3,,2,,,,
,1980,8,18,15,7,52.6,,,"ECUADOR:  W, GUAYAQUIL",-1.948,-80.017,55,5.6,,8,1,,,100,2,5,2,,,,,8,1,,,100,2,5,2,,,,
,1980,8,23,21,36,51.6,,,INDIA:  KASHMIR,32.913,75.633,25,4.9,,15,1,,,40,1,,2,,3,,3,15,1,,,40,1,,2,,3,,
,1980,8,23,21,50,3,,,INDIA:  KASHMIR,32.834,75.629,33,4.8,,,1,,,,,,1,,,,,,1,,,,,,1,,,,
,1980,9,24,17,54,24.1,,,"JAPAN:  TOKYO, YOKOHAMA",35.45,139.964,73,6,6,2,1,,,73,2,1,2,,,,,2,1,,,73,2,1,2,,,,
,1980,10,10,12,25,26,2916,,ALGERIA:  NORTHERN,36.199,1.374,10,7.1,10,5000,4,,,9000,4,5200,4,25000,4,,,5000,4,,,9000,4,5200,4,250000,4,,
,1980,10,24,14,53,35.1,,,"MEXICO:  S, HUAJAPAN DE LEON, OAXACA",18.211,-98.24,72,6.4,9,300,3,,,,3,5,2,,3,,,300,3,,,,3,5,2,,3,,
,1980,11,12,6,58,11.6,,,PERU:  S CENTRAL,-13.347,-74.545,71,4.9,,7,1,,,,,1,2,,,,,7,1,,,,,1,2,,,,
,1980,11,23,18,34,53.8,,,"ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES",40.914,15.366,20,6.9,10,4689,4,,,7700,4,20000,4,,,,,4689,4,,,7700,4,20000,4,,,,
,1980,12,19,1,16,56,,,"IRAN:  N CENTRAL, TEHRAN",34.587,50.652,33,6,7,26,1,,,,,5,2,,,,,26,1,,,,,5,2,,,,
,1980,12,22,12,51,21,,,"IRAN:  N CENTRAL, TEHRAN",34.503,50.59,41,5.2,6,3,1,,,139,3,1,2,,,,,3,1,,,139,3,1,2,,,,
,1981,1,19,15,11,1,,,INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS,-4.576,139.232,33,6.7,,305,3,,,,2,5,2,,,,,305,3,,,,2,5,2,,,,
,1981,1,23,21,13,51.7,,,CHINA:  SICHUAN PROVINCE,30.927,101.098,33,6.8,8,150,3,,,489,3,5,2,2992,4,,,150,3,,,489,3,5,2,2992,4,,
,1981,2,14,17,27,44.3,,,ITALY:  S,41.051,14.601,10,4.6,7,12,1,,,,,0.5,1,,,,,12,1,,,,,0.5,1,,,,
,1981,2,24,20,53,38.4,2128,,GREECE:  ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,33,6.7,8,22,1,,,400,3,812,4,8000,4,,,22,1,,,400,3,812,4,8000,4,,
,1981,3,4,21,58,5.9,5417,,GREECE:  ATHENS-CORINTH-KHALIS,38.209,23.288,29,6.4,9,1,1,,,9,1,,2,,,,,1,1,,,9,1,,2,,,,
,1981,3,10,15,16,19.8,,,GREECE:  PREVEZA,39.481,20.699,31,5.6,8,2,1,,,,,,2,150,0,,,2,1,,,,,,2,150,3,,
,1981,4,18,0,32,39.8,,,PERU:  AYACUCHO,-13.144,-74.376,38,4.8,,8,1,,,15,1,,2,,,,,8,1,,,15,1,,2,,,,
,1981,6,11,7,24,25.2,,,IRAN:  SE:  GOLBAFT,29.913,57.715,33,6.6,8,1400,4,,,3000,3,5,2,,,,,1400,4,,,3000,4,5,2,,,,
,1981,6,22,17,53,21.3,,,PERU:  CENTRAL,-13.166,-74.522,24,5.2,,10,1,,,,2,5,2,,,,,10,1,,,,2,5,2,,,,
,1981,7,23,0,5,30.7,,,IRAN:  URUMIYEH,37.141,45.23,33,5.8,7,10,1,,,,,,2,,,,,10,1,,,,,,2,,,,
,1981,7,28,17,22,24.6,,,"IRAN:  SE, KERMAN",30.013,57.794,33,7,9,3000,4,,,1000,4,1000,4,,,,,3000,4,,,1000,4,1000,4,,,,
,1981,9,12,7,15,54.1,,,PAKISTAN: GILGIT,35.693,73.594,33,5.9,,220,3,,,2500,4,5,2,,,,,220,3,,,2500,4,5,2,,,,
,1981,10,18,4,31,2.7,,,VENEZUELA-N COLOMBIA,8.117,-72.527,54,5.4,7,15,1,,,,3,5,2,,,,,15,1,,,,3,5,2,,,,
,1981,10,25,3,22,15.5,2132,,MEXICO:  MICHOACAN: LAZARO CARDENAS,18.048,-102.084,33,7.3,,3,1,,,28,,,2,,,,2,3,1,,,28,1,,2,,,,2
,1981,12,12,20,26,46.9,,,PAKISTAN:  CENTRAL,29.856,66.962,33,4,,6,1,,,12,1,,2,45,1,45,1,6,1,,,12,1,,2,45,1,,
,1982,3,21,2,32,7.7,2135,,"JAPAN:  HOKKAIDO, URAKAWA, HIROO",42.158,142.361,44,6.7,10,110,3,,,100,2,1,2,,,,,110,3,,,100,2,1,2,,,,
,1982,3,28,4,16,52.5,,3518,MEXICO:  CHIAPAS,17.25,-93.21,9,3.5,,10,1,,,200,3,,1,,,,,1879,4,1755,4,,,3.3,2,,,,
,1982,3,28,23,24,51.1,,,"PERU:  COAST, LUNAHUANA, LIMA, HUANCAYO",-12.69,-76.065,95,6.1,6,3,1,,,,,5,2,,,,,3,1,,,,,5,2,,,,
,1982,6,7,10,59,40.1,,,"MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE",16.558,-98.358,34,7,6,9,1,,,,3,,2,,,,,9,1,,,,3,,2,,,,
,1982,6,15,23,24,28.6,,,CHINA:  SICHUAN PROVINCE:  GARZE,31.907,99.931,10,5.5,7,10,1,,,5,1,,1,,,,,10,1,,,5,1,,1,,,,
,1982,6,19,6,21,58.5,,,EL SALVADOR:  SAN SALVADOR; GUATEMALA,13.332,-89.387,73,7.3,7,43,1,,,,3,5,2,,,,,43,1,,,,3,5,2,,,,
,1982,9,29,5,50,32.2,,,HONDURAS-GUATEMALA-EL SALVADOR,14.487,-89.121,12,5.1,4,3,1,,,2,1,,2,,3,554,3,3,1,,,2,1,,2,,3,554,3
,1982,11,16,23,41,21,,,"BALKANS NW:  ALBANIA:  BIER, BERAT, LUSHNJE",40.883,19.59,21,5.5,8,1,1,,,12,1,5,2,,,,,1,1,,,12,1,5,2,,,,
,1982,12,13,9,12,48,,,YEMEN:  DHAMAR,14.701,44.379,5,6,8,2800,4,,,1500,4,2000,4,,4,,,2800,4,,,1500,4,2000,4,,4,,
,1982,12,16,0,40,48.7,,,AFGHANISTAN:  NORTHEASTERN,36.148,69.011,36,6.6,,500,3,,,3000,4,1,2,,,,,500,3,,,3000,4,1,2,,,,
,1982,12,25,12,28,2.8,2689,,INDONESIA:  FLORES ISLAND:  EASTERN,-8.405,123.08,33,5.9,,13,1,,,390,3,1.45,2,1875,4,,,13,1,,,390,3,1.45,2,1875,4,,
,1983,2,25,18,22,12.9,,,BALKANS NW:  MACEDONIA:  SKOPJE,41.959,21.54,24,4.7,7,12,1,,,,,0.5,1,,,,,12,1,,,,,0.5,1,,,,
,1983,3,25,11,57,49.3,,,"IRAN:  TEHRAN, DAMAVOND, AMOI",35.953,52.264,33,4.9,6,30,1,,,61,2,5,2,,,,3,30,1,,,61,2,5,2,,,,3
,1983,3,31,13,12,52.6,,,"COLOMBIA:  SW, POPAYAN",2.461,-76.686,22,4.9,8,350,3,,,1200,4,410.9,4,,,,,350,3,,,1200,4,410.9,4,,,,
,1983,4,3,2,50,2.8,5877,,"COSTA RICA:  SE, PANAMA: W",8.677,-83.098,30,7.5,,6,1,,,,2,1,2,,,,,6,1,,,,2,1,2,,,,
,1983,4,4,2,51,34.3,,,INDONESIA:  SUMATERA:  BANDA ACEH,5.723,94.722,79,6.6,7,,1,,,100,2,1,2,,,,,,1,,,100,2,1,2,,,,
,1983,4,5,6,50,33.4,,,CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  WUQUA,40.025,75.26,33,5.6,,,1,,,,,,1,,,,,,1,,,,,,1,,,,
,1983,4,12,12,7,54.5,,,PERU:  CHIMBOTE,-4.843,-78.103,104,6.5,,10,1,,,,,0.5,1,,,,,10,1,,,,,0.5,1,,,,
,1983,5,26,2,59,59.6,2142,,JAPAN:  HONSHU:  AKITA,40.462,139.102,24,7.7,8,4,1,,,324,3,800,4,,,,,104,3,,,324,3,800,4,,,,
,1983,7,3,17,14,23.1,,,COSTA RICA:  SAN JOSE,9.652,-83.688,33,6.2,9,2,1,,,60,2,5,2,,,,,2,1,,,60,2,5,2,,,,
,1983,7,5,12,1,27.3,,,"TURKEY:  NW, BIGA, ERDEK, ISTANBUL",40.324,27.222,10,6.1,8,5,1,,,26,1,,2,,,,,5,1,,,26,1,,2,,,,
,1983,7,22,2,41,0.8,,,"IRAN:  NW, ZANJIN",36.948,49.18,41,5,6,4,1,,,41,1,5,2,75,2,,,4,1,,,41,1,5,2,75,2,,
,1983,8,8,3,47,57.1,,,JAPAN:  HONSHU:  S COAST,35.5,139.07,25,5.3,,1,1,,,28,1,,1,,2,,,1,1,,,28,1,,1,,2,,
,1983,8,17,12,17,56,2148,,PHILIPPINES:  LUZON,18.231,120.86,29,6.5,8,16,1,,,47,1,2.227,2,,3,,3,16,1,,,471,3,2.227,2,,3,,
,1983,10,4,18,52,13.3,2149,,CHILE:  NORTHERN:  COPOAPO-CHANARAL,-26.535,-70.563,15,7.3,7,5,1,,,12,1,1,2,40,1,,,5,1,,,12,1,1,2,40,1,,
,1983,10,25,0,36,23.4,,,INDONESIA:  CENTRAL SULAWESI,1.131,120.858,33,6.1,7,2,1,,,4,1,,2,20,1,4,1,2,1,,,4,1,,2,20,1,4,1
,1983,10,28,14,6,6.5,,,"IDAHO:  BORAH PEAK, CHALLIS, MACKAY",43.974,-113.916,14,7.3,9,2,1,,,2,1,12.5,3,,,,,2,1,,,2,1,12.5,3,,,,
,1983,10,30,4,12,27.1,,,"TURKEY:  ERZURUM, KARS, KHORASAN, PASINLER, NARMAN",40.33,42.187,12,6.9,,1342,4,,,1142,4,25,4,,4,,,1342,4,,,1142,4,25,4,,4,,
,1983,11,6,21,9,45.2,,,"CHINA:  E, HEZE-DONGMING, SHANDONG PROVINCE",35.206,115.213,19,5.3,7,34,1,,,2200,4,5,2,3300,4,,,34,1,,,2200,4,5,2,3300,4,,
,1983,11,8,0,49,32.1,,,BELGIUM,50.696,5.346,10,5,7,2,1,,,30,1,50,4,,3,,,2,1,,,30,1,50,4,,3,,
,1983,12,22,1,2,2.4,,,"PAPUA NEW GUINEA:  ULAWUN, RABAUL",-5.392,151.868,26,6.4,5,10,1,,,,,25,4,,,,,10,1,,,,,25,4,,,,
,1983,12,22,4,11,29.2,,,GUINEA:  GAOUAL-KOUMBIA,11.866,-13.529,11,6.2,9,443,3,200,3,1436,4,8,3,4000,4,,,443,3,200,3,1436,4,8,3,4000,4,,
,1983,12,30,23,52,39.9,,,"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",36.372,70.738,215,7.2,7,26,1,,,483,3,3,2,,,,,26,1,,,483,3,3,2,,,,
,1984,1,8,15,24,13.5,2151,,INDONESIA:  SULAWESI:  W,-2.823,118.806,33,6.6,7,2,1,,,89,2,0.5,1,,,685,3,2,1,,,89,2,0.5,1,,,685,3
,1984,2,1,14,22,7.9,,,"AFGHANISTAN:  KHOROG, JALALABAD; PAKISTAN",34.616,70.484,33,5.8,4,1,1,,,35,1,5,2,,,,,1,1,,,35,1,5,2,,,,
,1984,2,16,17,18,41.6,,,PAKISTAN-NW AFGHANISTAN:  HINDU KUSH: CHITRAL-LANDI,36.431,70.826,208,6.1,6,4,1,,,13,1,5,2,,,,,4,1,,,13,1,5,2,,,,
,1984,4,29,5,3,0,,,ITALY:  CENTRAL:  :PERUGIA-ASSISSI-GUBBIO,43.26,12.558,12,5.3,8,3,1,,,200,3,25,4,,,,,3,1,,,200,3,25,4,,,,
,1984,5,7,17,49,41.6,,,ITALY:  S CENTRAL:  ABRUZZO,41.765,13.898,10,5.8,8,3,1,,,100,2,5,2,,,,,3,1,,,100,2,5,2,,,,
,1984,5,11,10,41,49.9,,,ITALY:  S CENTRAL:  ABRUZZO,41.831,13.961,14,5.2,8,3,1,,,63,2,,2,,,,,3,1,,,63,2,,2,,,,
,1984,5,13,12,45,55.8,,,BOSNIA-HERZEGOVINA:  LJUBINJE; CROATIA:  DUBROVNIK,42.967,17.734,30,5.1,7,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
,1984,6,24,11,17,11.9,,,DOMINICAN REPUBLIC:  SANTO DOMINGO,17.984,-69.338,24,6.7,5,5,1,,,,,,1,,,,,5,1,,,,,,1,,,,
,1984,8,6,19,6,38.3,2155,,JAPAN:  KYUSHU:  NOBEOKA,32.386,131.945,46,6.7,6,20,1,,,,,,2,,,,,20,1,,,,,,2,,,,
,1984,9,13,23,48,49.9,,,JAPAN:  HONSHU:  CENTRAL: MT ONTAKE,35.789,137.488,10,6.1,6,29,1,,,,,43,4,,,,,29,1,,,,,43,4,,,,
